year,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term_in_months,property_value,income,Credit_Score,Status
2019,276500,3.75,-0.4465,1295,360,278000,4020,754,0
2019,666500,3.75,-0.262,1295,360,918000,7080,545,0
2019,716500,3.75,0.064,1295,360,808000,7380,744,0
2019,406500,3.75,-0.1023,1295,180,1008000,8400,600,0
2019,686500,3.75,0.014,1295,360,858000,8940,736,0
2019,726500,3.75,0.087,1295,360,818000,9480,532,0
2019,406500,3.75,0.114,1295,360,548000,9540,611,0
2019,556500,3.75,0.16,1295,240,998000,11580,835,0
2019,416500,3.75,0.63,1295,180,708000,25200,591,0
2019,516500,3.875,0.351,1295,360,538000,7200,653,0
2019,426500,3.875,0.142,1295,360,708000,7560,770,0
2019,526500,3.875,0.206,1295,360,878000,8220,609,0
2019,496500,3.875,-0.427,1295,360,708000,8400,771,0
2019,496500,3.875,0.236,1295,360,618000,8640,843,0
2019,606500,3.875,-0.401,1295,360,828000,10260,554,0
2019,676500,3.875,0.129,1295,360,858000,12180,723,0
2019,206500,3.875,0.0993,1295,108,1078000,12600,606,0
2019,616500,3.875,0.354,1295,180,768000,12840,878,0
2019,706500,3.875,0.256,1295,360,788000,13140,794,0
2019,486500,3.99,0.236,1295,360,818000,7140,849,0
2019,646500,3.99,0.326,1295,360,808000,7500,831,0
2019,676500,3.99,0.28,1295,360,798000,11880,825,0
2019,756500,3.99,-0.1481,1295,360,1048000,14520,627,0
2019,206500,3.99,0.1978,1295,180,618000,14580,523,0
2019,246500,4,-0.009,1295,360,398000,2760,660,0
2019,446500,4,-0.301,1295,360,768000,5520,653,0
2019,436500,4,0.189,1295,360,548000,5640,826,0
2019,586500,4,-0.125,1295,360,668000,8280,721,0
2019,606500,4,0.185,1295,360,758000,10140,853,0
2019,716500,4,-0.283,1295,360,978000,10920,852,0
2019,366500,4.125,-0.246,1295,360,458000,4800,692,0
2019,326500,4.125,-0.306,1295,360,408000,6540,814,0
2019,486500,4.125,0.231,1295,360,518000,6960,680,0
2019,686500,4.125,0.12,1295,360,808000,11760,670,0
2019,666500,4.125,0.072,1295,360,888000,13620,836,0
2019,676500,4.18,0.003,1295,360,748000,7260,768,0
2019,516500,4.18,0.038,1295,360,918000,11700,508,0
2019,726500,4.18,0.003,1295,360,1178000,22440,626,0
2019,486500,4.25,-0.2099,1295,360,628000,6240,767,0
2019,586500,4.25,0.074,1295,360,658000,6660,579,0
2019,516500,4.25,0.006,1295,360,578000,7140,543,0
2019,486500,4.25,0.04,1295,360,528000,7680,519,0
2019,486500,4.25,-0.119,1295,360,538000,9240,515,0
2019,296500,4.25,1.439,1295,360,308000,9900,519,0
2019,266500,4.25,0.438,1295,180,858000,11100,638,0
2019,686500,4.25,0.455,1295,360,868000,11340,620,0
2019,646500,4.25,0.072,1295,360,998000,16980,586,0
2019,316500,4.375,-0.043,1295,360,508000,3720,834,0
2019,316500,4.375,-0.069,1295,360,1008000,4200,538,0
2019,426500,4.375,0.03,1295,360,548000,4440,848,0
2019,316500,4.375,-0.009,1295,360,528000,4620,682,0
2019,426500,4.375,-0.038,1295,360,528000,5940,586,0
2019,456500,4.375,-0.002,1295,360,658000,6000,516,0
2019,526500,4.375,0.082,1295,360,628000,6240,797,0
2019,536500,4.375,-0.0529,1295,360,678000,6540,783,0
2019,386500,4.375,0.062,1295,360,488000,6840,617,0
2019,576500,4.375,0.304,1295,360,608000,6960,595,0
2019,486500,4.375,0.089,1295,360,618000,7200,862,0
2019,576500,4.375,0.25,1295,360,718000,7440,622,0
2019,616500,4.375,0.27,1295,360,778000,8280,674,0
2019,496500,4.375,0.428,1295,360,558000,8460,833,0
2019,476500,4.375,0.548,1295,360,688000,8700,758,0
2019,496500,4.375,0.326,1295,360,838000,8760,517,0
2019,726500,4.375,0.029,1295,360,918000,12300,841,0
2019,726500,4.375,0.324,1295,360,918000,12600,893,0
2019,726500,4.375,0.332,1295,360,908000,13020,677,0
2019,706500,4.375,0.019,1295,360,938000,15240,509,0
2019,726500,4.375,0.246,1295,360,1098000,16440,585,0
2019,486500,4.375,-0.06,1295,360,838000,17940,826,0
2019,216500,4.5,0.183,1295,360,638000,3240,541,0
2019,286500,4.5,0.111,1295,360,358000,4560,669,0
2019,386500,4.5,0.121,1295,360,768000,4620,540,0
2019,326500,4.5,0.47,1295,360,348000,6000,663,0
2019,616500,4.5,0.55,1295,360,658000,6720,849,0
2019,396500,4.5,0.2,1295,360,488000,7080,555,0
2019,516500,4.5,0.608,1295,360,578000,7140,736,0
2019,486500,4.5,0.437,1295,360,608000,7320,577,0
2019,596500,4.5,0.189,1295,360,748000,7440,582,0
2019,546500,4.5,0.498,1295,360,578000,7860,852,0
2019,496500,4.5,0.159,1295,360,808000,9300,623,0
2019,666500,4.5,0.022,1295,360,778000,9900,583,0
2019,666500,4.5,0.04,1295,360,1278000,10080,682,0
2019,456500,4.5,0.081,1295,360,508000,10260,863,0
2019,726500,4.5,0.284,1295,360,838000,10800,864,0
2019,686500,4.5,0.43,1295,360,918000,12540,822,0
2019,726500,4.5,0.239,1295,360,968000,13200,782,0
2019,516500,4.5,0.097,1295,360,568000,15300,857,0
2019,726500,4.5,0.098,1295,360,1148000,15780,668,0
2019,636500,4.56,1.018,1295,360,668000,6480,751,0
2019,406500,4.56,0.118,1295,360,658000,6540,515,0
2019,726500,4.56,0.456,1295,360,808000,7020,737,0
2019,526500,4.56,0.358,1295,360,548000,7080,524,0
2019,496500,4.56,0.493,1295,360,668000,8040,788,0
2019,716500,4.56,0.403,1295,360,898000,12960,892,0
2019,726500,4.56,0.811,1295,360,858000,19500,709,0
2019,356500,4.625,0.456,1295,360,378000,4620,728,0
2019,316500,4.625,0.306,1295,360,398000,5340,851,0
2019,366500,4.625,0.555,1295,360,468000,6540,568,0
2019,486500,4.625,0.556,1295,360,508000,6720,540,0
2019,706500,4.625,0.355,1295,360,748000,12240,528,0
2019,546500,4.75,0.018,1295,360,688000,5760,772,0
2019,586500,4.75,0.351,1295,360,628000,6960,730,0
2019,646500,4.75,0.247,1295,360,718000,7740,623,0
2019,686500,4.75,0.285,1295,360,908000,12600,826,0
2019,526500,4.75,0.314,1295,360,548000,13320,800,0
2019,716500,4.875,0.537,1295,360,908000,7980,641,1
2019,696500,4.875,0.477,1295,360,1558000,8280,611,1
2019,316500,4.875,0.456,1295,360,428000,9120,825,1
2019,516500,4.875,0.495,1295,360,688000,9900,555,1
2019,536500,4.875,0.743,1295,360,698000,9960,801,1
2019,376500,4.875,0.451,1295,360,498000,10920,601,1
2019,716500,4.875,0.247,1295,360,898000,17100,776,1
2019,606500,4.99,0.61,1295,360,718000,8820,733,1
2019,336500,4.99,1.107,1295,360,348000,8880,887,1
2019,716500,4.99,1.193,1295,240,968000,11460,622,1
2019,366500,4.99,0.603,1295,360,498000,19800,827,1
2019,576500,5,0.776,1295,360,608000,8640,558,1
2019,646500,5.125,0.498,1295,360,888000,18180,718,1
2019,646500,5.19,1.018,1295,360,688000,9000,504,1
2019,726500,5.25,0.728,1295,360,1158000,15000,682,1
2019,396500,5.375,1.306,1295,360,438000,7620,596,1
2019,366500,4.125,0.562,1295.36,360,468000,4140,613,0
2019,456500,3.625,0.0662,1295.4,360,578000,10980,650,0
2019,406500,4.875,0.5495,1295.45,360,888000,5580,560,1
2019,576500,4.125,1.5014,1295.47,360,588000,6600,576,0
2019,76500,4.5,0.7173,1295.57,360,158000,2580,670,0
2019,246500,4.25,0.8548,1295.7,360,248000,4380,840,0
2019,76500,4,1.216,1295.85,360,158000,2100,886,0
2019,596500,3.875,0.4002,1295.9,360,808000,8940,835,0
2019,346500,3.99,0.0351,1295.91,360,388000,4080,580,0
2019,456500,4.56,0.7243,1295.91,360,618000,12420,589,0
2019,416500,3.875,0.2986,1295.94,360,608000,5940,636,0
2019,126500,4.25,0.263,1296,360,148000,2160,880,0
2019,166500,4.275,0.1937,1296,360,268000,4920,522,0
2019,256500,4.375,0.1288,1296,360,288000,5100,864,0
2019,116500,5.25,1.9348,1296.27,324,128000,3540,567,1
2019,356500,4.125,0.3599,1296.97,360,558000,8820,556,0
2019,526500,4.25,-0.0986,1297.24,360,658000,7740,887,0
2019,456500,3.5,-0.2298,1297.35,360,1228000,16080,559,0
2019,86500,4.75,1.218,1297.43,360,118000,3180,576,0
2019,226500,4.5,0.6589,1297.54,360,238000,2880,727,0
2019,556500,3.5,-0.1082,1297.62,324,698000,11160,791,0
2019,326500,3,-0.0746,1297.81,360,608000,3180,610,0
2019,126500,3.99,0.4182,1298,96,278000,4500,627,0
2019,186500,3.625,-0.6235,1298.12,360,198000,1560,827,0
2019,206500,3.375,0.4258,1298.3,180,708000,10620,576,0
2019,216500,4,0.2967,1298.5,360,438000,5880,812,0
2019,486500,3.875,0.132,1298.55,360,858000,5340,782,0
2019,136500,4.99,1.232,1298.59,360,168000,10560,882,1
2019,546500,3.99,0.2247,1298.6,360,918000,17640,641,0
2019,96500,3.99,1.0675,1298.67,360,118000,2340,553,0
2019,116500,4.25,0.8703,1298.75,180,198000,4080,797,0
2019,346500,3.49,0.8326,1298.83,360,348000,7800,842,0
2019,36500,4.5,1.8059,1298.9,360,38000,660,619,0
2019,466500,3,-0.164,1299,180,658000,14040,508,0
2019,206500,3.25,0.145,1299,180,618000,16500,882,0
2019,346500,3.5,-0.051,1299,360,488000,4440,582,0
2019,206500,3.625,0.049,1299,360,278000,4140,551,0
2019,366500,3.625,0.077,1299,360,518000,6000,633,0
2019,136500,3.75,0.1769,1299,360,238000,2580,543,0
2019,166500,3.99,0.332,1299,360,508000,2520,791,0
2019,276500,4,0.261,1299,360,368000,2640,772,0
2019,366500,4.125,0.364,1299,360,468000,5160,867,0
2019,636500,4.375,0.609,1299,360,858000,20700,650,0
2019,356500,4.625,0.5953,1299,360,638000,6420,633,0
2019,936500,3.625,-0.2753,1299.26,180,1548000,20880,572,0
2019,366500,4.18,0.065,1299.26,360,518000,3900,681,0
2019,336500,3.625,0.0236,1299.3,360,368000,3900,526,0
2019,726500,3.875,0.2043,1299.54,360,818000,6960,769,0
2019,296500,3.5,-0.18,1299.7,360,438000,2880,595,0
2019,286500,3.75,0.0392,1299.83,360,408000,6780,621,0
2019,386500,3.99,1.0312,1299.99,240,458000,7320,513,0
2019,266500,3.25,-0.469,1300,360,888000,6240,597,0
2019,486500,3.625,0.065,1300,360,798000,4860,539,0
2019,436500,3.75,0.111,1300,360,708000,7620,577,0
2019,386500,3.75,0.115,1300,360,708000,8340,805,0
2019,456500,3.75,0.019,1300,360,678000,9240,735,0
2019,266500,3.75,0.3036,1300,180,458000,10860,884,0
2019,496500,3.75,-0.004,1300,360,708000,12120,621,0
2019,706500,3.75,0.093,1300,360,998000,16020,874,0
2019,556500,3.875,0.419,1300,360,588000,6300,656,0
2019,436500,3.875,0.233,1300,360,678000,6360,675,0
2019,596500,3.875,0.203,1300,360,748000,7260,696,0
2019,656500,3.875,0.124,1300,360,818000,8700,880,0
2019,726500,3.875,-0.2543,1300,360,908000,21720,758,0
2019,206500,3.875,0.3658,1300,180,428000,37440,726,0
2019,606500,3.99,0.367,1300,360,758000,5160,668,0
2019,566500,3.99,0.307,1300,360,818000,8160,738,0
2019,666500,3.99,0.224,1300,360,868000,18840,556,0
2019,616500,4,0.211,1300,360,688000,6600,627,0
2019,416500,4,0.257,1300,360,498000,6900,524,0
2019,636500,4,0.337,1300,360,708000,8880,681,0
2019,136500,4.125,0.5484,1300,360,158000,4440,657,0
2019,496500,4.125,0.814,1300,360,528000,10620,665,0
2019,406500,4.125,0.5516,1300,360,428000,10920,675,0
2019,666500,4.125,-0.151,1300,360,1208000,11400,835,0
2019,686500,4.125,0.548,1300,360,958000,13140,566,0
2019,616500,4.18,0.037,1300,360,768000,15120,641,0
2019,136500,4.25,0.9549,1300,360,178000,2340,721,0
2019,596500,4.25,0.498,1300,360,708000,6480,814,0
2019,386500,4.25,-0.026,1300,360,718000,9900,637,0
2019,226500,4.375,0.337,1300,360,598000,5160,544,0
2019,556500,4.375,0.619,1300,360,828000,6000,552,0
2019,386500,4.375,0.1658,1300,360,488000,6120,619,0
2019,456500,4.375,0.179,1300,360,658000,7680,630,0
2019,406500,4.375,0.425,1300,360,458000,11700,671,0
2019,136500,4.49,1.0963,1300,360,188000,2460,760,0
2019,136500,4.5,1.3301,1300,360,238000,1500,563,0
2019,356500,4.5,0.715,1300,360,608000,3900,648,0
2019,596500,4.5,0.375,1300,360,788000,7080,843,0
2019,576500,4.5,0.4,1300,360,728000,11040,684,0
2019,636500,4.56,0.503,1300,360,818000,6180,607,0
2019,566500,4.56,0.499,1300,360,718000,8160,636,0
2019,536500,4.56,0.445,1300,360,678000,9060,780,0
2019,456500,4.625,0.798,1300,360,608000,5760,650,0
2019,496500,4.75,0.33,1300,360,638000,6600,589,0
2019,596500,4.75,0.42,1300,360,748000,9180,722,0
2019,576500,4.875,0.486,1300,360,918000,7320,596,1
2019,486500,4.875,0.918,1300,360,618000,7620,829,1
2019,676500,4.875,0.828,1300,360,798000,9300,761,1
2019,556500,4.875,0.823,1300,360,798000,9600,603,1
2019,556500,4.875,0.803,1300,360,628000,16140,504,1
2019,106500,4.99,0.9982,1300,180,308000,2940,705,1
2019,676500,5.375,0.938,1300,360,938000,14940,650,1
2019,76500,5.625,1.4264,1300,360,148000,4200,510,1
2019,126500,5.625,1.346,1300,360,168000,4560,833,1
2019,546500,5.625,1.251,1300,360,728000,7800,700,1
2019,206500,4.5,1.025,1300.09,360,218000,2640,757,0
2019,676500,3.99,0.2498,1300.12,360,898000,6780,594,0
2019,576500,4.875,0.538,1300.25,360,1308000,11160,528,1
2019,696500,3.69,0.0003,1300.49,360,998000,7680,890,0
2019,136500,4.99,1.0799,1300.51,360,168000,1980,647,1
2019,676500,4.18,0.1235,1300.58,360,1008000,12300,681,0
2019,506500,4,0.0513,1300.9,360,568000,5100,779,0
2019,426500,4.25,-0.136,1300.91,360,568000,7800,619,0
2019,266500,3,0.2842,1301,360,268000,3240,861,0
2019,446500,3.125,-0.0411,1301,180,628000,18120,573,0
2019,266500,3.5,0.6841,1301,360,268000,4200,896,0
2019,296500,4.375,1.256,1301.04,360,348000,4380,571,0
2019,136500,3.25,-0.1293,1301.25,360,628000,5820,880,0
2019,526500,3.75,0.0967,1301.33,360,698000,10200,887,0
2019,136500,4.375,1.0364,1301.5,360,158000,2040,831,0
2019,176500,4.625,0.5866,1301.58,360,208000,2880,623,0
2019,306500,3.625,0.049,1301.84,360,328000,5640,639,0
2019,556500,4.875,1.521,1301.88,360,688000,10380,862,1
2019,116500,4.75,1.4616,1301.9,360,668000,4380,661,0
2019,356500,3.5,0.5379,1302.07,360,428000,7860,725,0
2019,396500,4.125,0.3809,1302.15,360,528000,14160,603,0
2019,226500,3.99,0.4445,1302.25,180,398000,6360,834,0
2019,406500,3.75,0.1231,1302.45,360,558000,6720,658,0
2019,86500,4.75,0.6912,1302.45,360,98000,1500,700,0
2019,426500,4.18,0.2794,1302.49,360,448000,7500,722,0
2019,556500,4.18,0.0454,1302.62,360,778000,8880,544,0
2019,136500,3.875,1.3365,1302.75,360,138000,4560,736,0
2019,136500,4.75,1.6427,1302.75,360,138000,2880,749,0
2019,116500,4.75,1.6019,1302.77,360,248000,4980,587,0
2019,486500,4.125,0.0059,1302.84,360,608000,8520,705,0
2019,386500,3.625,0.0187,1303,360,418000,6120,835,0
2019,346500,4,0.5486,1303.02,360,368000,10200,740,0
2019,46500,4.25,1.6896,1303.07,360,108000,1140,814,0
2019,166500,4.5,0.4439,1303.3,360,178000,3660,735,0
2019,116500,4.5,1.6771,1303.45,360,118000,2520,832,0
2019,366500,4,0.2702,1303.7,360,598000,5880,814,0
2019,386500,3.25,-0.3085,1303.94,300,788000,10920,607,0
2019,306500,4.25,0.226,1304,360,458000,3720,709,0
2019,426500,4.99,0.6554,1304.15,360,588000,6900,874,1
2019,426500,3.625,0.0417,1304.28,360,538000,8520,831,0
2019,576500,3.99,0.2672,1304.48,360,778000,5880,730,0
2019,436500,3.99,0.3461,1304.54,360,698000,6720,663,0
2019,286500,3.625,0.177,1304.55,360,358000,2880,773,0
2019,406500,4.125,0.5721,1304.6,360,548000,9720,650,0
2019,256500,4.99,0.9058,1304.9,360,348000,4020,671,1
2019,456500,4,0.4019,1305,300,678000,7500,850,0
2019,496500,4.25,0.419,1305,360,618000,10140,525,0
2019,676500,4.99,0.375,1305,360,758000,12540,606,1
2019,506500,5.375,0.9614,1305,360,1588000,6240,545,1
2019,176500,3.625,-0.0561,1305.22,360,228000,5040,706,0
2019,346500,3.875,0.1169,1305.26,360,568000,3480,626,0
2019,496500,3.875,0.4613,1305.28,360,528000,6600,788,0
2019,176500,3.875,0.2701,1305.51,360,228000,4080,672,0
2019,326500,3.5,-0.0969,1305.6,360,448000,2940,800,0
2019,346500,3.875,0.3382,1305.8,360,478000,5880,838,0
2019,96500,4.375,1.471,1305.8,180,118000,5520,641,0
2019,416500,4.625,0.4452,1305.8,360,478000,6660,540,0
2019,246500,4.125,0.0514,1305.85,360,348000,3660,538,0
2019,226500,3.875,0.2948,1305.88,360,288000,17280,655,0
2019,156500,4.625,1.6214,1305.99,360,158000,3720,663,0
2019,136500,4.99,0.715,1306,360,258000,2940,794,1
2019,266500,3.99,0.3167,1306.25,360,278000,4620,771,0
2019,206500,3.99,0.4324,1306.25,360,228000,4740,760,0
2019,466500,3.75,0.0589,1306.39,348,608000,9960,782,0
2019,146500,3.875,1.3579,1306.4,360,158000,2640,854,0
2019,686500,3.875,0.7062,1306.64,360,948000,15720,661,0
2019,226500,3.5,0.2071,1306.8,360,248000,3120,629,0
2019,446500,4.375,0.4874,1306.84,360,508000,4800,705,0
2019,306500,3.5,-0.2817,1307,360,428000,5880,501,0
2019,206500,4.75,0.4216,1307,360,278000,7680,747,0
2019,66500,4.375,1.8272,1307.14,360,78000,3660,789,0
2019,436500,3.625,-0.2057,1307.2,360,438000,12300,769,0
2019,206500,3.625,-0.0825,1307.29,360,288000,2040,846,0
2019,86500,4.625,0.6909,1307.47,360,88000,1380,630,0
2019,546500,3.875,1.2937,1307.5,360,558000,7020,760,0
2019,206500,5.25,0.9654,1307.5,360,288000,5160,883,1
2019,256500,3.5,-0.208,1307.55,312,298000,4980,553,0
2019,726500,4.25,-0.1767,1307.65,360,1378000,16080,805,0
2019,316500,3.99,0.6131,1307.93,360,358000,5700,593,0
2019,56500,4.75,1.407,1308.09,360,128000,1680,574,0
2019,96500,4.75,0.9364,1308.29,360,108000,2340,865,0
2019,446500,3.5,-0.0396,1308.4,360,568000,3960,724,0
2019,346500,4.875,0.6743,1308.7,360,468000,9780,741,1
2019,126500,4.75,0.5196,1308.86,360,138000,7080,669,0
2019,486500,3.5,-0.2411,1308.98,360,648000,6180,767,0
2019,256500,3.625,0.0116,1309,360,428000,6480,847,0
2019,396500,3.875,0.0832,1309.53,360,508000,7260,887,0
2019,476500,3.75,0.0325,1309.7,360,708000,11040,748,0
2019,426500,4.875,1.1464,1309.81,348,608000,5340,724,1
2019,336500,4.125,0.1268,1309.88,360,398000,6960,781,0
2019,206500,4,0.2305,1310.16,360,258000,8640,549,0
2019,326500,4.75,0.1481,1310.24,360,418000,4680,731,0
2019,236500,4.875,0.7277,1310.31,360,388000,7680,894,1
2019,326500,4.75,0.993,1310.36,360,398000,5700,514,0
2019,126500,4.75,0.3414,1310.47,360,288000,3960,596,0
2019,426500,4.125,0.5716,1310.52,360,448000,8160,822,0
2019,286500,4.875,1.2587,1310.73,360,338000,5520,570,1
2019,416500,4.125,0.3858,1310.83,180,708000,21300,682,0
2019,176500,4.25,1.5369,1310.84,360,178000,7800,562,0
2019,236500,5.25,0.9295,1310.84,360,298000,34380,664,1
2019,306500,3.875,0.1471,1311,360,628000,8280,815,0
2019,306500,4.56,0.1656,1311,360,388000,5040,661,0
2019,56500,4.875,1.0984,1311,180,68000,6660,536,1
2019,76500,4.625,1.0986,1311.14,360,138000,3240,839,0
2019,506500,3.75,0.2131,1311.23,360,558000,6480,832,0
2019,66500,4.25,1.3702,1311.37,360,128000,1440,646,0
2019,66500,4.99,1.214,1311.37,360,168000,1200,847,1
2019,546500,3.875,0.1805,1311.5,360,648000,8400,598,0
2019,126500,4.75,1.1524,1311.88,180,378000,6660,849,0
2019,266500,4.5,0.3797,1312,360,328000,2940,761,0
2019,296500,2.75,-0.6568,1312.12,360,428000,2220,838,0
2019,406500,3.375,0.5955,1312.33,360,418000,6540,577,0
2019,156500,4.875,1.191,1312.5,240,198000,6540,822,1
2019,326500,3.75,0.0136,1312.6,360,418000,6600,865,0
2019,86500,4.75,1.2725,1312.61,360,118000,1440,617,0
2019,386500,4.99,0.8521,1312.81,360,418000,4440,834,1
2019,526500,3.99,0.235,1313.25,360,758000,9120,683,0
2019,366500,3.875,0.7534,1313.29,360,388000,4740,833,0
2019,56500,3.5,1.4579,1313.31,180,428000,3060,823,0
2019,246500,4,0.2232,1313.34,360,418000,6420,740,0
2019,506500,3.75,0.5499,1313.61,180,1808000,16260,861,0
2019,266500,3.5,-0.0674,1313.76,360,928000,9660,600,0
2019,526500,3.875,0.2486,1313.82,360,648000,8820,554,0
2019,386500,3.5,0.3087,1313.88,240,878000,9000,847,0
2019,436500,3.875,-0.3847,1313.91,360,868000,10740,695,0
2019,256500,3.625,-0.0752,1314,360,498000,5640,766,0
2019,206500,4.5,0.4465,1314.04,360,258000,4140,761,0
2019,416500,3.99,0.3199,1314.33,360,598000,6540,742,0
2019,436500,2.875,0.629,1314.46,240,578000,12540,854,0
2019,376500,3.625,0.0703,1314.78,360,418000,6660,711,0
2019,536500,4.18,-0.115,1314.8,360,718000,8460,811,0
2019,526500,3.625,0.1317,1314.9,360,738000,9540,717,0
2019,206500,2.99,-0.1328,1314.98,180,328000,3780,514,0
2019,406500,4.25,0.9155,1315,300,498000,7380,766,0
2019,186500,3.75,0.3747,1315.05,360,218000,6900,580,0
2019,46500,3.99,1.0456,1315.75,360,168000,1200,812,0
2019,256500,4.56,1.2066,1315.84,360,278000,4500,605,0
2019,256500,3.625,-0.1215,1315.98,360,358000,3600,805,0
2019,216500,3.99,0.3516,1316.38,360,238000,6060,847,0
2019,536500,4.125,0.3801,1316.6,360,768000,9000,859,0
2019,116500,4.875,1.3939,1316.7,360,178000,1620,676,1
2019,306500,3.625,0.2191,1317,360,358000,5460,731,0
2019,286500,4.99,0.5638,1317.07,360,308000,7320,874,1
2019,316500,4.56,0.8488,1317.24,360,398000,4740,527,0
2019,716500,3.625,-0.1149,1317.25,360,1228000,7080,659,0
2019,316500,3.125,0.14,1317.3,180,598000,10320,726,0
2019,126500,4.56,0.717,1317.33,360,128000,1980,631,0
2019,576500,3.75,0.3427,1317.37,360,648000,7500,720,0
2019,236500,3,0.3947,1317.43,360,238000,2400,594,0
2019,106500,4.99,0.7667,1317.44,360,208000,1440,645,1
2019,156500,4.375,0.2037,1317.48,360,178000,3000,723,0
2019,136500,3.875,0.8209,1317.5,360,158000,4080,678,0
2019,136500,4.25,1.4527,1317.5,240,158000,4140,834,0
2019,136500,4.375,0.8205,1317.5,360,168000,1500,588,0
2019,136500,4.375,1.4074,1317.5,180,158000,6780,688,0
2019,136500,4.875,0.9565,1317.5,360,158000,3720,749,1
2019,306500,4.25,1.54,1317.57,360,318000,5400,708,0
2019,56500,4.75,1.6808,1317.69,360,98000,4740,867,0
2019,316500,3.375,0.2762,1317.7,180,878000,9540,880,0
2019,396500,5.125,1.0759,1317.75,360,428000,12180,685,1
2019,376500,3.875,0.2391,1318,360,468000,6540,793,0
2019,196500,4.18,0.0035,1318.07,360,248000,3900,714,0
2019,76500,4.25,1.0742,1318.18,360,78000,3600,864,0
2019,386500,3.5,0.002,1318.2,360,588000,4860,787,0
2019,46500,4.25,1.8076,1318.21,360,58000,1860,653,0
2019,386500,3.625,0.0422,1318.22,360,588000,6360,630,0
2019,326500,4.625,0.7102,1318.35,360,438000,14940,553,0
2019,456500,3.99,0.2536,1318.36,360,518000,6540,842,0
2019,566500,4.375,-0.0673,1318.4,360,708000,9240,650,0
2019,486500,4.56,1.2565,1318.44,360,518000,8400,847,0
2019,86500,3.975,0.249,1318.5,360,358000,2520,554,0
2019,566500,4.25,-0.0843,1318.52,360,708000,6240,813,0
2019,196500,3.49,0.6684,1319.23,360,228000,2940,635,0
2019,56500,4.75,1.4181,1319.27,360,68000,3180,771,0
2019,56500,4.49,1.3775,1319.48,360,458000,2280,501,0
2019,236500,4.125,0.395,1319.6,360,298000,6720,790,0
2019,476500,4,-0.1851,1319.75,180,878000,7440,582,0
2019,676500,3.75,0.1738,1319.88,360,748000,10080,861,0
2019,476500,4.125,0.4377,1319.96,360,598000,6600,887,0
2019,396500,3.125,0.001,1320,180,708000,10380,752,0
2019,226500,3.5,-0.1353,1320,360,328000,8940,618,0
2019,206500,3.875,0.1923,1320,180,258000,6420,812,0
2019,486500,3.875,0.215,1320,360,638000,12060,642,0
2019,206500,3.99,0.082,1320,360,928000,5100,822,0
2019,106500,4.375,0.626,1320,180,138000,2700,509,0
2019,136500,4.5,1.1174,1320,360,198000,2160,868,0
2019,136500,4.625,1.9484,1320,360,168000,5100,682,0
2019,136500,4.875,0.3971,1320,360,178000,2040,827,1
2019,236500,4.99,0.613,1320,360,268000,7800,757,1
2019,146500,4.5,1.7071,1320.2,360,148000,3420,718,0
2019,176500,4.75,1.0626,1320.2,360,218000,3780,625,0
2019,176500,4.875,1.4477,1320.2,360,368000,4380,867,1
2019,456500,3.875,0.2404,1320.3,360,548000,4500,884,0
2019,266500,3.99,0.8746,1320.36,360,348000,8520,663,0
2019,236500,4.75,0.4272,1320.56,360,348000,5280,580,0
2019,526500,3.875,0.2316,1320.87,360,708000,6000,689,0
2019,336500,3.125,-0.3784,1320.97,360,328000,3720,549,0
2019,356500,3.875,0.1966,1321,360,528000,3420,764,0
2019,406500,2.975,-0.3686,1321.13,360,2408000,12120,505,0
2019,546500,3.99,0.3677,1321.24,240,688000,13860,764,0
2019,286500,3.375,-0.079,1321.68,360,308000,3480,547,0
2019,136500,4.375,1.5709,1322.05,360,138000,2400,840,0
2019,266500,4.375,0.0662,1322.36,360,398000,4740,751,0
2019,426500,3.875,0.1782,1322.4,360,548000,9600,859,0
2019,136500,4.875,0.602,1322.9,360,178000,14040,899,1
2019,156500,4.375,0.6857,1323,180,298000,3420,523,0
2019,726500,3.875,0.13,1323.02,360,1288000,9360,814,0
2019,486500,3.625,-0.0498,1323.49,360,538000,8940,776,0
2019,326500,4,-0.0419,1323.49,360,458000,4800,798,0
2019,336500,4.125,0.7641,1323.5,360,398000,4200,598,0
2019,376500,3.875,0.0799,1323.51,360,548000,6840,641,0
2019,366500,4.5,0.3774,1323.8,360,498000,7620,877,0
2019,66500,4.625,1.8478,1323.88,360,68000,1500,747,0
2019,346500,3.875,0.4095,1324,360,408000,3300,876,0
2019,366500,3.375,-0.2645,1324.09,360,1008000,3900,788,0
2019,136500,4.99,1.3789,1324.22,180,208000,8340,657,1
2019,156500,4.5,0.9093,1324.34,360,178000,4140,566,0
2019,286500,3.625,-0.17,1324.46,360,398000,3720,725,0
2019,116500,4.99,1.1442,1324.55,360,128000,2940,861,1
2019,596500,3.625,0.0528,1324.62,360,678000,13680,707,0
2019,506500,3.875,0.0876,1324.65,360,618000,6360,864,0
2019,446500,4.18,-0.227,1325,360,748000,7200,500,0
2019,626500,3.5,-0.1477,1325.04,360,1608000,10800,648,0
2019,146500,4.99,0.4521,1325.19,360,308000,3600,672,1
2019,726500,3.625,-0.1378,1325.47,360,1228000,12120,556,0
2019,176500,4.5,0.57,1325.48,180,338000,7920,889,0
2019,226500,3.99,1.3625,1325.54,360,228000,4320,597,0
2019,106500,4.375,1.732,1325.54,360,108000,2760,637,0
